Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
150031,2015,10/20/2015,Branford,83 SOUTH MONTOWESE ST,186000.0,269900.0,0.689144127,Single Family,Single Family
11148,2001,07/30/2002,Milford,29 LAKESIDE RD,93520.0,220000.0,0.425090909,,
50081,2005,10/31/2005,Shelton,27 HIGH RDG RD,153650.0,501000.0,0.306686627,,
50094,2005,08/07/2006,Ashford,55 NOTT HWY,639140.0,715000.0,0.893902098,,
10248,2001,06/13/2002,Darien,102 OLD KINGS HWY S,214550.0,500000.0,0.4291,,
200130,2020,04/14/2021,Mansfield,17 OLSEN DR,142600.0,240000.0,0.5941,Residential,Single Family
10463,2001,06/03/2002,Farmington,433 OLD MOUNTAIN RD,513740.0,843200.0,0.609274194,,
90038,2009,12/10/2009,Canton,35 FOREST LANE,251750.0,250000.0,1.007,Single Family,Single Family
60003,2006,10/02/2006,Granby,2 WOODLAND DR,110810.0,250000.0,0.44324,Single Family,Single Family
160059,2016,01/06/2017,Windsor Locks,5B1 CONCORDE WAY,55200.0,69000.0,0.8,Condo,Condo
90358,2009,07/09/2010,Groton,58.5 NORTH RD,31570.0,20000.0,1.5785,Single Family,Single Family
80058,2008,10/31/2008,Fairfield,343-345 SUBURBAN AVENUE,402150.0,475000.0,0.846631579,Two Family,Two Family
40439,2004,01/27/2005,West Hartford,791 PROSPECT AVE UT A6,85720.0,220000.0,0.389636364,,
180962,2018,09/23/2019,Manchester,82-D PINE STREET,69900.0,104900.0,0.6663,Condo,Condo
170012,2017,11/17/2017,Woodbridge,212 RIMMON RD,187810.0,333000.0,0.563993994,Single Family,Single Family
50102,2005,12/01/2005,South Windsor,9 ROCKWELL CT,107260.0,188375.0,0.569396151,,
21367,2002,05/02/2003,Stamford,110 WOODRIDGE DR S,158200.0,460000.0,0.343913043,,
100095,2010,07/22/2011,Putnam,18 SOUTH MAIN STREET,161700.0,130000.0,1.243846154,,
10441,2001,09/23/2002,Killingly,218 GREEN HOLLOW RD,116590.0,282000.0,0.413439716,,
201227,2020,06/21/2021,Greenwich,24 PUTNAM PARK,54118680.0,555000.0,97.51113514,Residential,Condo
14009,2014,11/24/2014,North Stonington,27C REUTEMANN,144130.0,178000.0,0.809719101,Single Family,Single Family
51247,2005,03/16/2006,Waterbury,19-21 IRION ST,53900.0,169900.0,0.317245438,,
19155,2019,02/03/2020,Farmington,11 ARWOOD RD,161020.0,226000.0,0.7125,Single Family,Single Family
10478,2010,06/22/2011,Milford,118 BOTSFORD AVENUE,176530.0,115000.0,1.535043478,Single Family,Single Family
21270,2021,04/19/2022,Ridgefield,638 DANBURY RD UNIT 69,443300.0,739000.0,0.5998,Residential,Condo
60356,2006,04/24/2007,Newington,32 ROBIN BRK DR,118510.0,187000.0,0.633743316,Condo,Condo
180183,2018,02/06/2019,Vernon,1253 HARTFORD TPKE,2030010.0,5747679.0,0.3531,,
32198,2003,07/20/2004,Waterbury,41 HERKIMER ST,90790.0,162000.0,0.560432099,,
90527,2009,05/25/2010,West Hartford,383 FERN ST,185200.0,276000.0,0.671014493,Single Family,Single Family
30811,2003,12/17/2003,Waterbury,1657 S MAIN ST,91490.0,155000.0,0.590258065,,
90076,2009,02/12/2010,Windsor Locks,14 DEXTER ROAD,92300.0,134000.0,0.68880597,Single Family,Single Family
11814,2001,06/24/2002,Stamford,1001 STILLWATER RD,245630.0,540000.0,0.45487037,,
162442,2016,08/09/2017,Shelton,38 BLUEBERRY LA,203700.0,315000.0,0.646666667,Single Family,Single Family
2100120,2021,11/24/2021,New Milford,33 CANDLEWOOD VISTA,267780.0,504624.0,0.530652525,Residential,Single Family
40063,2004,10/04/2004,Bridgeport,168 PIXLEE PL,93450.0,170000.0,0.549705882,,
60240,2006,01/03/2007,Greenwich,30 DAVID LANE,1046920.0,600000.0,1.744866667,Single Family,Single Family
20175,2002,05/12/2003,Coventry,81 LAKEVIEW DR,71750.0,83000.0,0.864457831,,
150357,2015,06/22/2016,Southbury,646 RESERVOIR RD,178550.0,240000.0,0.743958333,Single Family,Single Family
10353,2001,04/02/2002,Branford,137 FLORENCE RD 1B,59710.0,67000.0,0.89119403,,
130031,2013,10/28/2013,Vernon,206 SKINNER RD,161790.0,183000.0,0.884098361,Single Family,Single Family
20709,2002,01/22/2003,Stamford,62 OCEAN DR E,717920.0,1600000.0,0.4487,,
17072,2017,07/23/2018,Lisbon,199 N BURNHAM HIGHWAY,124900.0,199000.0,0.6276,Single Family,Single Family
61251,2006,06/15/2007,Norwalk,257 ROWAYTON AVE,309890.0,675000.0,0.459096296,,
10262,2001,11/09/2001,Danbury,7 PADANARAM RD E108,38900.0,105000.0,0.37047619,,
10111,2001,11/01/2001,Hamden,40 WINTERGREEN AVE,113260.0,200000.0,0.5663,,
120071,2012,05/23/2013,Middlebury,1 STORE RD & 1358 WHITTEMORE R,436700.0,650000.0,0.671846154,,
160481,2016,03/23/2017,New Britain,2337 STANLEY ST,103040.0,101000.0,1.02019802,Single Family,Single Family
13056,2013,11/21/2013,Newington,77 CEDAR RIDGE ROAD,120150.0,154000.0,0.780194805,Single Family,Single Family
2000136,2020,11/25/2020,Naugatuck,714 MAPLE HILL RD,128850.0,200000.0,0.6442,Residential,Single Family
70811,2007,07/02/2008,New Haven,313 ST RONAN ST #B2,208460.0,420000.0,0.496333333,Condo,Condo
31219,2003,07/27/2004,New Britain,117D BRITTANY FARMS 10,78890.0,146500.0,0.538498294,,
110322,2011,09/21/2012,Waterford,63 COLONIAL DR,284760.0,350000.0,0.8136,Single Family,Single Family
140014,2014,12/18/2014,Kent,29 CHIMNEY ROCK RD,256300.0,372500.0,0.688053691,Single Family,Single Family
110022,2011,10/17/2011,Greenwich,"160 MEAD AVENUE, U B, GRW,CT 0",305550.0,390000.0,0.783461538,Condo,Condo
42186,2004,05/12/2005,Bridgeport,221 OAK ST,18316.0,1100.0,16.65090909,,
20372,2020,06/22/2021,Bethel,37 GREENWOOD AVENUE,174440.0,400000.0,0.4361,Residential,Single Family
100683,2010,07/01/2011,Norwalk,25 ORCHARD ST,267050.0,100000.0,2.6705,Three Family,Three Family
40745,2004,09/30/2005,Trumbull,19 MOOSE HL RD,167410.0,412000.0,0.406334951,,
40219,2004,05/20/2005,Winchester,248 PERCH ROCK TRL,192220.0,450000.0,0.427155556,,
160632,2016,07/25/2017,Southington,44 NORTH RD (TP),50310.0,96500.0,0.52134715,Single Family,Single Family
30618,2003,05/27/2004,Southington,1237 SHUTTLE MDW,186830.0,162400.0,1.150431034,,
90052,2009,03/01/2010,Litchfield,4 MAIN ST,189020.0,277000.0,0.682382671,Single Family,Single Family
30111,2003,01/28/2004,Ellington,263 MOUNTAIN RD,83580.0,155000.0,0.539225806,,
20599,2002,06/03/2003,Wallingford,51 SPICE HL DR,79900.0,145000.0,0.551034483,,
20381,2002,03/03/2003,East Hartford,303 FOREST ST,124200.0,204900.0,0.606149341,,
10328,2001,04/30/2002,Windsor,10 MICHELLE LN,35070.0,279000.0,0.125698925,,
160570,2016,06/02/2017,Fairfield,133 BLAINE STREET,395850.0,727500.0,0.544123711,Single Family,Single Family
30344,2003,04/20/2004,Southbury,147 LUNA TRL EXT,136830.0,260000.0,0.526269231,,
13088,2013,08/21/2014,Ansonia,21 TOMLINSON STREET,86700.0,137000.0,0.632846715,Single Family,Single Family
31231,2003,06/01/2004,Danbury,1 MOUNTAIN LAUREL LN,444400.0,740000.0,0.600540541,,
200017,2020,10/02/2020,West Hartford,109 WESTLAND AVENUE,237500.0,413000.0,0.575,Residential,Single Family
170116,2017,12/18/2017,Vernon,40 BRIDLEWOOD LN,114040.0,294900.0,0.386707358,Condo,Condo
20200935,2020,06/10/2021,Stratford,145 WALNUT STREET,247380.0,480000.0,0.5153,Residential,Single Family
40228,2004,03/18/2005,Montville,586 OLD COLCHESTER RD,88030.0,175000.0,0.503028571,,
160073,2016,12/22/2016,Bethel,9 SHARON COURT,160230.0,200299.0,0.799954069,Single Family,Single Family
70309,2007,06/30/2008,Wethersfield,9 WOODSIDE DR,119200.0,153600.0,0.776041667,Single Family,Single Family
70025,2007,10/15/2007,Enfield,16 VIRGINIA AVE,107940.0,12000.0,8.995,Single Family,Single Family
42979,2004,09/22/2005,Stamford,127 GREYROCK PL 1402,115360.0,420000.0,0.274666667,,
20083,2002,01/13/2003,Stafford,8 SOUTH RD,1708970.0,6000.0,284.8283333,,
160260,2016,01/17/2017,Greenwich,7 TURNER DR,1034390.0,1600000.0,0.64649375,Single Family,Single Family
20716,2002,07/22/2003,Shelton,90 WALNUT TREE HL RD,148680.0,264900.0,0.561268403,,
10655,2001,08/29/2002,Naugatuck,156 MAY ST,102820.0,260000.0,0.395461538,,
170980,2017,11/20/2017,Manchester,560 PORTER STREET,270600.0,267000.0,1.0134,Single Family,Single Family
31160,2003,07/26/2004,Greenwich,161 RIVERSIDE AVE,543970.0,1010000.0,0.538584158,,
150647,2015,03/08/2016,Waterbury,40 RICHARD TERR,65760.0,106000.0,0.620377358,Single Family,Single Family
2020071,2020,11/09/2020,Wilton,5 GLEN HILL RD,686630.0,1035000.0,0.6634,Residential,Single Family
210963,2021,07/26/2022,Fairfield,1510 STRATFIELD ROAD,324450.0,550000.0,0.5899,Residential,Single Family
40060,2004,11/17/2004,Old Saybrook,7 OLD COLONY RD,120200.0,115000.0,1.045217391,,
50075,2005,07/06/2006,Pomfret,266 BRAYMAN HOLW RD,5350.0,37000.0,0.144594595,,
43214,2004,09/15/2005,Waterbury,CHAPIN AVE,4760.0,75000.0,0.063466667,,
140135,2014,01/20/2015,East Lyme,11 BOND ST,206290.0,303000.0,0.680825083,Single Family,Single Family
21147,2021,01/06/2022,Watertown,647 LINKFIELD RD,135900.0,194100.0,0.7001,Residential,Single Family
110820,2011,12/19/2011,Stratford,636 B OLD KNIFE LN,179970.0,155000.0,1.161096774,Condo,Condo
10139,2001,10/17/2001,Bridgeport,1209-1211 STRATFORD AVE,57260.0,8250.0,6.940606061,,
130359,2013,05/02/2014,Bristol,1469 FARMINGTON AVE #33,76860.0,122000.0,0.63,Condo,Condo
50200,2005,03/21/2006,East Lyme,25 S COBBLERS CT,102900.0,276000.0,0.372826087,,
210377,2021,05/31/2022,Newington,164 HUNTERS LN,134410.0,279900.0,0.4802,Residential,Condo
20319,2002,02/06/2003,Southington,SUMMER RDG 1L,58590.0,105000.0,0.558,,
100015,2010,10/29/2010,Wilton,33 WHIPPLE RD,525560.0,600000.0,0.875933333,Single Family,Single Family
140117,2014,12/11/2014,Torrington,G67 LEDGE DR,8680.0,10000.0,0.868,Condo,Condo
210231,2021,10/29/2021,Waterbury,100 MIDDLEFIELD AVE,73220.0,125000.0,0.5857,Residential,Single Family
10045,2010,11/01/2010,Southington,37 SPRING LAKE ST,255850.0,411000.0,0.622506083,Single Family,Single Family
2000678,2020,12/28/2020,Stamford,44 CULLODEN ROAD,360690.0,600000.0,0.6011,Residential,Two Family
90479,2009,05/27/2010,Greenwich,"59 LEGRANDE AVE, UNIT 4, GRW,C",1050000.0,1175000.0,0.893617021,Condo,Condo
90009,2009,10/01/2009,Waterbury,3091 EAST MAIN ST,146540.0,46500.0,3.151397849,Two Family,Two Family
100017,2010,10/14/2010,Cheshire,77 OLD TOWNE RD,152460.0,259000.0,0.588648649,Condo,Condo
100120,2010,04/21/2011,North Haven,10 CULVER LANE,127260.0,150000.0,0.8484,Single Family,Single Family
160335,2016,08/24/2017,New London,78 LOWER BLVD,133910.0,235000.0,0.569829787,Single Family,Single Family
70908,2007,08/18/2008,West Hartford,225 AUBURN RD,237400.0,410000.0,0.57902439,Single Family,Single Family
41860,2004,07/26/2005,Norwalk,105 RICHARDS AVE,192780.0,363000.0,0.53107438,,
201153,2020,08/20/2021,Manchester,18 CORNELL STREET,101500.0,200000.0,0.5075,Residential,Single Family
30850,2003,07/16/2004,East Hartford,235 E RIVER DR 605,176820.0,305000.0,0.579737705,,
130234,2013,02/06/2014,Hamden,36 EDGEMERE RD,199080.0,144000.0,1.3825,Single Family,Single Family
120327,2012,02/21/2013,Norwalk,5 RIVERWALK LN,533050.0,685000.0,0.778175182,Single Family,Single Family
41023,2004,02/08/2005,Waterbury,50 HIGHLAND DR,89880.0,178000.0,0.50494382,,
100248,2010,09/22/2011,Vernon,57 FRANKLIN ST,116990.0,147500.0,0.793152542,Single Family,Single Family
170818,2017,09/10/2018,Winchester,213 SMITH HILL RD,181423.0,220000.0,0.8246,Single Family,Single Family
61020,2006,02/06/2007,Waterbury,92 FARRINGTON AVE,57680.0,69000.0,0.835942029,Single Family,Single Family
110270,2011,02/22/2012,New Haven,94 & 98 HAZEL STREET,38080.0,20000.0,1.904,Single Family,Single Family
150143,2015,11/05/2015,Waterbury,163 EASTSIDE BLVD,100800.0,52492.0,1.920292616,Single Family,Single Family
900073,2009,12/02/2009,New London,293 PEQUOT AVE,179200.0,265000.0,0.676226415,Two Family,Two Family
90068,2009,11/18/2009,Shelton,23 JOSEPH CT,211400.0,2500.0,84.56,Single Family,Single Family
160648,2016,08/24/2017,Watertown,128 EVELYN ST,140900.0,232500.0,0.606021505,Single Family,Single Family
21449,2021,08/25/2022,Waterford,27 ROCKWOOD DRIVE,140430.0,325000.0,0.432,Residential,Single Family
192367,2019,08/10/2020,Bridgeport,37 CANAAN CT UNIT 22,2940000.0,50000.0,58.8,,
20987,2002,01/31/2003,Bridgeport,97 HOLLAND RD,101360.0,218000.0,0.464954128,,
160100,2016,07/26/2017,Somers,11 RANDALL RD,161500.0,208900.0,0.773097176,Single Family,Single Family
31806,2003,08/23/2004,Danbury,26 STARR AVE,117000.0,280000.0,0.417857143,,
10425,2001,08/16/2002,Rocky Hill,1407 HARBOUR VW DR,21000.0,55500.0,0.378378378,,
170055,2017,10/20/2017,Fairfield,46 WHEELER PARK AVENUE,474180.0,747000.0,0.634779116,Single Family,Single Family
40226,2004,12/21/2004,Shelton,349 WAVERLY RD,282940.0,612000.0,0.462320261,,
1500484,2015,01/11/2016,Stamford,49 EDWARD PLACE,288930.0,435000.0,0.664206897,Single Family,Single Family
210220,2021,07/06/2022,Derby,12 ASHWOOD TERR,130200.0,168000.0,0.775,Residential,Single Family
20155,2002,05/02/2003,Woodstock,1346 RT 169,57130.0,148000.0,0.386013514,,
30407,2003,05/12/2004,Newtown,40 HIGH BRG RD,1531320.0,2100000.0,0.7292,,
15007,2015,10/06/2015,Ridgefield,88 ROCKWELL RD,803140.0,1095000.0,0.733461187,Single Family,Single Family
200349,2020,03/25/2021,East Haven,365 HEMINGWAY AVE,417500.0,650000.0,0.6423,Commercial,
10103,2001,01/28/2002,Wilton,152 SIGNAL HILL RD,427630.0,940000.0,0.454925532,,
40231,2004,05/27/2005,Putnam,114 POMFRET ST,68100.0,120000.0,0.5675,,
1500856,2015,04/05/2016,Stamford,63 STANDISH ROAD,96320.0,170000.0,0.566588235,Condo,Condo
150758,2015,01/25/2016,Norwalk,57-59 PLATTSVILLE AVE UNIT D,141020.0,127050.0,1.10995671,Condo,Condo
170001,2017,10/02/2017,Derby,94 DIRIENZO HIEGHTS,38780.0,29000.0,1.3372,,
210235,2021,08/10/2022,Rocky Hill,47 WINDY HILL LANE,221480.0,440000.0,0.5033,Residential,Condo
20785,2002,06/04/2003,Fairfield,1424 MILL HL TER,281820.0,625000.0,0.450912,,
34076,2003,08/06/2004,New Haven,106 LIVINGSTON ST C8,99960.0,225000.0,0.444266667,,
40656,2004,07/05/2005,Shelton,51 SPOKE DR,182420.0,54500.0,3.347155963,,
130013,2013,10/23/2013,Clinton,19 FOUNDERS RD,124000.0,168000.0,0.738095238,Condo,Condo
200211,2020,12/28/2020,Groton,11 SWAN LN,271390.0,395000.0,0.687,Residential,Single Family
15817,2015,09/27/2016,Hartford,16 ALLENDALE RD,34755.0,50000.0,0.6951,Single Family,Single Family
200489,2020,02/16/2021,Bristol,108 SEYMOUR ST,131880.0,265000.0,0.4976,Residential,Single Family
40626,2004,07/27/2005,Groton,263 BRIDGE ST,89250.0,237500.0,0.375789474,,
60376,2006,05/01/2007,Windsor,41 WELCH AVE,105140.0,229900.0,0.457329274,Single Family,Single Family
10261,2001,01/02/2002,Norwich,126 BALTIC RD,93000.0,153000.0,0.607843137,,
160593,2016,06/06/2017,Fairfield,115 TUCKAHOE LANE,287280.0,382500.0,0.751058824,Single Family,Single Family
800253,2008,09/21/2009,Windham,69 MULLEN HILL RD,191900.0,249900.0,0.767907163,Single Family,Single Family
30801,2003,07/19/2004,Southington,25 FRANCIS AVE,76020.0,187000.0,0.406524064,,
2020070,2020,11/24/2020,Ansonia,123 BENZ ST,172000.0,299900.0,0.5735,Residential,Single Family
10978,2001,06/26/2002,West Hartford,28 WHITEHILL DR,123690.0,224000.0,0.5521875,,
120181,2012,04/01/2013,Cheshire,375 SYCAMORE LA,234370.0,295000.0,0.794474576,Single Family,Single Family
150045,2015,10/30/2015,Southbury,149 RIVER TRAIL,104790.0,201510.0,0.52002382,Single Family,Single Family
130539,2013,05/06/2014,Danbury,5-7 BROAD ST,46400.0,25000.0,1.856,,
40066,2004,11/16/2004,East Windsor,17 GROVE ST,9070.0,62900.0,0.144197138,,
10030,2001,11/01/2001,Ansonia,15 CHESTER ST,71120.0,184000.0,0.386521739,,
50284,2005,04/26/2006,New London,180 CRYSTAL AVE,118440.0,295000.0,0.401491525,,
20598,2002,01/14/2003,New Haven,130 CARLISLE ST,70490.0,42500.0,1.658588235,,
20038,2002,11/27/2002,Mansfield,185 OLD TPKE RD,100030.0,275000.0,0.363745455,,
69693,2006,07/23/2007,West Haven,18 N FOREST CIR,137970.0,220000.0,0.627136364,Single Family,Single Family
20028,2002,10/22/2002,Avon,40 SKY VIEW DR,327790.0,625000.0,0.524464,,
140056,2014,01/05/2015,Windham,247A SOUTH ST,0.0,180000.0,0.0,,
30178,2003,04/01/2004,Colchester,124 HAMMOND CT,77700.0,190000.0,0.408947368,,
140749,2014,03/27/2015,Stamford,240 SADDLE HILL ROAD,437800.0,550000.0,0.796,Single Family,Single Family
180011,2018,10/03/2018,Enfield,114 OLDEFIELD FARMS,89820.0,125000.0,0.71856,Condo,Condo
51976,2005,04/28/2006,Bridgeport,192 EDWARDS ST,88690.0,231750.0,0.382696872,,
190129,2019,08/03/2020,Beacon Falls,120 BEACON VALLEY ROAD,110480.0,70000.0,1.5783,Single Family,Single Family
130080,2013,12/06/2013,East Lyme,27 ROCCO DR,180880.0,250000.0,0.72352,,
60054,2006,11/09/2006,Waterford,367 GLENWOOD AVE EXT,209700.0,630000.0,0.332857143,Single Family,Single Family
50102,2005,08/30/2006,Ashford,54 ASHFORD LK DR,113910.0,337000.0,0.338011869,,
90390,2009,08/02/2010,Groton,402 TOLLGATE RD,183750.0,270000.0,0.680555556,Single Family,Single Family
31473,2003,07/28/2004,Hartford,7 WAVERLY ST,60480.0,118000.0,0.512542373,,
21050,2021,05/24/2022,Voluntown,120 JAMES RD,195240.0,460000.0,0.4244,Residential,Single Family
90221,2009,11/18/2009,Bridgeport,606 CENTER STREET,100830.0,22000.0,4.583181818,,
10315,2010,06/17/2011,Manchester,32 JORDT STREET,148200.0,155000.0,0.956129032,Single Family,Single Family
17106,2017,11/07/2017,East Hartford,65 GOODWIN ST.,34310.0,40000.0,0.85775,,
160563,2016,06/30/2017,Watertown,7 WOODGATE CIRCLE,207700.0,390000.0,0.532564103,Single Family,Single Family
13022,2013,01/13/2014,Canterbury,637 SO CANTERBURY RD,206400.0,175000.0,1.179428571,,
90429,2009,07/21/2010,Norwich,18 MEADOW LANE,215000.0,290000.0,0.74137931,Single Family,Single Family
120292,2012,01/08/2013,Norwalk,3 INDIAN SPRING RD,1258110.0,1675000.0,0.751110448,Single Family,Single Family
150806,2015,06/07/2016,Danbury,7001 HEARTWOOD LA,185900.0,275000.0,0.676,Condo,Condo
21475,2021,09/14/2022,Watertown,122 CANNON RIDGE DR,110600.0,258500.0,0.4278,Residential,Condo
30784,2003,09/29/2004,Groton,81 BRANDEGEE AVE,73220.0,82450.0,0.888053366,,
10031,2001,11/01/2001,Ansonia,121 WAKELEE AVE,536550.0,650000.0,0.825461538,,
70564,2007,08/25/2008,West Haven,50 ROCKEFELLER AVE,138600.0,230000.0,0.602608696,Single Family,Single Family
150192,2015,12/17/2015,Manchester,15 WESTMINSTER ROAD,137600.0,101250.0,1.359012346,Single Family,Single Family
90155,2009,04/20/2010,Avon,12 TURNBERRY LANE,479010.0,670000.0,0.714940299,Single Family,Single Family
130455,2013,07/15/2014,Westport,17 WOODS GROVE RD,590600.0,820000.0,0.720243902,Single Family,Single Family
40352,2004,11/24/2004,New Haven,318 EASTERN ST,49350.0,105000.0,0.47,,
70286,2007,06/13/2008,Trumbull,21 GAYLORD RD,245900.0,373500.0,0.658366801,Single Family,Single Family
160046,2016,11/18/2016,New London,8 GRAND ST,66150.0,50000.0,1.323,Two Family,Two Family
2100454,2021,02/04/2022,Stratford,858 HOUSATONIC AVE-EXT,132650.0,280000.0,0.4737,Residential,Single Family
2000985,2020,02/09/2021,Stamford,2435 BEDFORD STREET #14C,354070.0,490000.0,0.7225,Residential,Condo
50032,2005,05/23/2006,Cornwall,232 KENT RD,145080.0,450000.0,0.3224,,
70383,2007,05/01/2008,Southington,53 PAMELA CT,316330.0,445000.0,0.710853933,Single Family,Single Family
201351,2020,09/09/2021,West Hartford,26 SUNSET TERRACE,338170.0,560000.0,0.6038,Residential,Single Family
40021,2004,10/08/2004,Hamden,155 GOODRICH ST,105070.0,75000.0,1.400933333,,
20087,2002,02/07/2003,Mansfield,2 FT GRISWOLD LN,104720.0,165000.0,0.634666667,,
120051,2012,10/31/2012,Farmington,144 WATERVILLE RD,413040.0,625000.0,0.660864,Single Family,Single Family
60252,2006,08/02/2007,Derby,189 ORANGEWOOD E,143500.0,230000.0,0.623913043,Condo,Condo
140192,2014,12/24/2014,Bristol,152 ROCKWELL AVE,122920.0,145000.0,0.847724138,Single Family,Single Family
201197,2020,07/19/2021,New Haven,120 WILLARD ST,160370.0,360000.0,0.4454,Residential,Two Family
160599,2016,08/21/2017,South Windsor,1107 MILL POND DR,108600.0,188000.0,0.577659574,Condo,Condo
40075,2004,04/20/2005,Washington,197 TINKER HL RD,132510.0,575000.0,0.230452174,,
40103,2004,12/13/2004,Waterford,16 PARK DR,164250.0,420000.0,0.391071429,,
170273,2017,01/26/2018,Hamden,48 OBERLIN ROAD,107870.0,145000.0,0.7439,Single Family,Single Family
29027,2002,11/06/2002,Southington,271 CHESTERWOOD,261520.0,370998.0,0.70490946,,
70075,2007,11/01/2007,West Haven,82 NOBLE ST,131670.0,160000.0,0.8229375,Two Family,Two Family
180099,2018,11/16/2018,Groton,34 CLAIRMONT CIR,214060.0,236250.0,0.906074074,Single Family,Single Family
13175,2013,06/27/2014,Bloomfield,439 PARK AVE,110110.0,170000.0,0.647705882,Single Family,Single Family
30204,2003,04/12/2004,North Haven,36 ST JOHN ST,112770.0,285000.0,0.395684211,,
140338,2014,05/22/2015,Norwich,2 EAST AVE,97500.0,211700.0,0.460557393,Single Family,Single Family
20209,2002,06/09/2003,Canton,209 TIMBER LN,59150.0,130000.0,0.455,,
90155,2009,03/03/2010,Trumbull,27 BEAR DEN RD,285100.0,313500.0,0.909409888,Single Family,Single Family
80136,2008,07/30/2009,Wilton,59 WILTON CREST,305410.0,340000.0,0.898264706,Condo,Condo
160168,2016,01/23/2017,Southbury,500 GEORGES HILL RD,240480.0,369900.0,0.650121655,Single Family,Single Family
180077,2018,11/20/2018,East Lyme,2 MEETING HOUSE LANE,203280.0,325000.0,0.6254,Single Family,Single Family
210204,2021,06/20/2022,Clinton,15 COMMERCE ST,163600.0,329800.0,0.496,Commercial,
80069,2008,06/29/2009,Thompson,946 RIVERSIDE DR,113000.0,112000.0,1.008928571,Single Family,Single Family
